product_type,brand_name,product_description,search_result_id,watersense_certified,energy_star_certified,ada_certified,product_url,image_url,product_rating,cost,currency
washing machine,samsung,Samsung 4.5 cu. ft. High-Efficiency Front Load Washer with Self-Clean+ in Brushed Black,314312141,1,1,1,https://www.homedepot.com/p/Samsung-4-5-cu-ft-High-Efficiency-Front-Load-Washer-with-Self-Clean-in-Brushed-Black-WF45T6000AV/314312141,https://images.thdstatic.com/productImages/d72fa452-d501-4bf9-892a-fc387e26fc64/svn/brushed-black-samsung-front-load-washers-wf45t6000av-64_1000.jpg,4.3,628,USD
washing machine,ge,GE 4.8 cu. ft. Smart White Front Load Washer with OdorBlock UltraFresh Vent System and Sanitize with Oxi,312563953,1,1,1,https://www.homedepot.com/p/GE-4-8-cu-ft-Smart-White-Front-Load-Washer-with-OdorBlock-UltraFresh-Vent-System-and-Sanitize-with-Oxi-GFW550SSNWW/312563953,https://images.thdstatic.com/productImages/cb4ed536-834b-4a5d-942b-5004a47e4660/svn/white-ge-front-load-washers-gfw550ssnww-64_1000.jpg,4.6,798,USD
washing machine,ge,GE 5.0 cu. ft. Smart Sapphire Blue Front Load Washer with OdorBlock UltraFresh Vent System with Sanitize and Allergen,311972521,1,1,1,https://www.homedepot.com/p/GE-5-0-cu-ft-Smart-Sapphire-Blue-Front-Load-Washer-with-OdorBlock-UltraFresh-Vent-System-with-Sanitize-and-Allergen-GFW850SPNRS/311972521,https://images.thdstatic.com/productImages/6f1e76e9-b710-4428-9a89-0a651bd26e50/svn/blue-sapphire-ge-front-load-washers-gfw850spnrs-64_1000.jpg,4.6,948,USD
washing machine,ge,GE 4.8 cu. ft. Smart Satin Nickel Front Load Washer with OdorBlock UltraFresh Vent System with Sanitize and Allergen,311972517,1,1,1,https://www.homedepot.com/p/GE-4-8-cu-ft-Smart-Satin-Nickel-Front-Load-Washer-with-OdorBlock-UltraFresh-Vent-System-with-Sanitize-and-Allergen-GFW650SPNSN/311972517,https://images.thdstatic.com/productImages/e1ddbbac-8a9c-4227-83a2-fc91ea797498/svn/satin-nickel-ge-front-load-washers-gfw650spnsn-64_1000.jpg,4.6,898,USD
washing machine,whirlpool,"Whirlpool 4.5 cu. ft. Front Load Washer with Steam, Quick Wash Cycle and Vibration Control Technology in Chrome Shadow",320587744,1,1,1,https://www.homedepot.com/p/Whirlpool-4-5-cu-ft-Front-Load-Washer-with-Steam-Quick-Wash-Cycle-and-Vibration-Control-Technology-in-Chrome-Shadow-WFW5605MC/320587744,https://images.thdstatic.com/productImages/044882e8-462b-442a-89fe-a9ca06c2fcc5/svn/chrome-shadow-whirlpool-front-load-washers-wfw5605mc-64_1000.jpg,4.1,698,USD
washing machine,maytag,"Maytag 4.5 cu. ft. White Stackable Front Load Washing Machine with 12-Hour Fresh Spin, ENERGY STAR",308241827,1,1,1,https://www.homedepot.com/p/Maytag-4-5-cu-ft-White-Stackable-Front-Load-Washing-Machine-with-12-Hour-Fresh-Spin-ENERGY-STAR-MHW5630HW/308241827,https://images.thdstatic.com/productImages/9bc87d66-4700-4911-a323-8601f37dac53/svn/white-maytag-front-load-washers-mhw5630hw-64_1000.jpg,4.4,698,USD
washing machine,maytag,"Maytag 4.8 cu. ft. Stackable White Front Load Washing Machine with Steam and 16-Hour Fresh Hold Option, ENERGY STAR",308241954,1,1,1,https://www.homedepot.com/p/Maytag-4-8-cu-ft-Stackable-White-Front-Load-Washing-Machine-with-Steam-and-16-Hour-Fresh-Hold-Option-ENERGY-STAR-MHW6630HW/308241954,https://images.thdstatic.com/productImages/52de2469-6d7e-429b-aef1-a55a65d73731/svn/white-maytag-front-load-washers-mhw6630hw-64_1000.jpg,4.5,848,USD
washing machine,bosch,"Bosch 300 Series 24 in. 2.2 cu. ft. High-Efficiency Front Load Washer in White, ENERGY STAR",324684220,1,1,1,https://www.homedepot.com/p/Bosch-300-Series-24-in-2-2-cu-ft-High-Efficiency-Front-Load-Washer-in-White-ENERGY-STAR-WGA12400UC/324684220,https://images.thdstatic.com/productImages/cb86f5ed-d5cc-44a1-90ef-dc961ac8ee73/svn/white-bosch-front-load-washers-wga12400uc-64_1000.jpg,3.9,1249,USD
washing machine,whirlpool,Whirlpool 5 cu. ft. Front Load Washer in Chrome Shadow,321812690,1,1,1,https://www.homedepot.com/p/Whirlpool-5-cu-ft-Front-Load-Washer-in-Chrome-Shadow-WFW6605MC/321812690,https://images.thdstatic.com/productImages/0c51faa4-874b-4fc0-9627-3e3bd0a37ca9/svn/chrome-shadow-whirlpool-front-load-washers-wfw6605mc-64_1000.jpg,4.3,878,USD
washing machine,maytag,"Maytag 4.8 cu. ft. Metallic Slate Stackable Front Load Washing Machine with Steam and 16-Hour Fresh Hold Option, ENERGY STAR",308241938,1,1,1,https://www.homedepot.com/p/Maytag-4-8-cu-ft-Metallic-Slate-Stackable-Front-Load-Washing-Machine-with-Steam-and-16-Hour-Fresh-Hold-Option-ENERGY-STAR-MHW6630HC/308241938,https://images.thdstatic.com/productImages/0205f79c-b1a7-4aaa-9c31-582c87c79c9b/svn/metallic-slate-maytag-front-load-washers-mhw6630hc-64_1000.jpg,4.5,878,USD
washing machine,whirlpool,Whirlpool 5.0 cu. ft. High Efficiency White Stackable Front Load Washing Machine with Load & Go XL Dispenser,308185886,1,1,1,https://www.homedepot.com/p/Whirlpool-5-0-cu-ft-High-Efficiency-White-Stackable-Front-Load-Washing-Machine-with-Load-Go-XL-Dispenser-WFW8620HW/308185886,https://images.thdstatic.com/productImages/854819a2-ace5-46b0-b72e-9ef9a482332e/svn/white-whirlpool-front-load-washers-wfw8620hw-64_1000.jpg,4.3,998,USD
washing machine,black+decker,BLACK+DECKER 2.7 cu. Ft. Front Load Washer with 16 cycles in Compact White,320094174,1,1,1,https://www.homedepot.com/p/BLACK-DECKER-2-7-cu-Ft-Front-Load-Washer-with-16-cycles-in-Compact-White-BFLW27MW/320094174,https://images.thdstatic.com/productImages/894d6907-f471-4978-b499-f9672f06dc22/svn/white-black-decker-front-load-washers-bflw27mw-64_1000.jpg,0,877.97,USD
washing machine,whirlpool,Whirlpool 2.3 cu.ft. High Efficiency Front Load Washer in White with ENERGY STAR,308855459,1,1,1,https://www.homedepot.com/p/Whirlpool-2-3-cu-ft-High-Efficiency-Front-Load-Washer-in-White-with-ENERGY-STAR-WFW5090JW/308855459,https://images.thdstatic.com/productImages/270cb1d2-5190-4ec7-b950-f27ef94717bf/svn/white-whirlpool-front-load-washers-wfw5090jw-64_1000.jpg,3.1,1168,USD
washing machine,samsung,Samsung 5 cu. ft. Smart High-Efficiency Front Load Washer with Super Speed in Brushed Black,317651418,1,1,1,https://www.homedepot.com/p/Samsung-5-cu-ft-Smart-High-Efficiency-Front-Load-Washer-with-Super-Speed-in-Brushed-Black-WF50A8500AV/317651418,https://images.thdstatic.com/productImages/c2191b94-7f62-428c-9d69-1d09e968c529/svn/brushed-black-samsung-front-load-washers-wf50a8500av-64_1000.jpg,4.3,1349,USD
dishwasher,whirlpool,"Whirlpool 24 in. White Front Control Built-in Tall Tub Dishwasher with 1-Hour Wash Cycle, 55 dBA",301701737,1,1,1,https://www.homedepot.com/p/Whirlpool-24-in-White-Front-Control-Built-in-Tall-Tub-Dishwasher-with-1-Hour-Wash-Cycle-55-dBA-WDF330PAHW/301701737,https://images.thdstatic.com/productImages/a7493610-ba11-4a94-ba04-c05456c501c0/svn/white-whirlpool-built-in-dishwashers-wdf330pahw-64_1000.jpg,4.3,398,USD
dishwasher,frigidaire,"Frigidaire 18 In. in. Front Control Built-In Tall Tub Dishwasher in Stainless Steel with 6-Cycles, 52 dBA",309054054,1,1,1,https://www.homedepot.com/p/Frigidaire-18-In-in-Front-Control-Built-In-Tall-Tub-Dishwasher-in-Stainless-Steel-with-6-Cycles-52-dBA-FFBD1831US/309054054,https://images.thdstatic.com/productImages/16b8cb49-7a22-4663-a15e-e65404e066ca/svn/stainless-steel-frigidaire-built-in-dishwashers-ffbd1831us-64_1000.jpg,4.3,698,USD
dishwasher,bosch,"Bosch 300 Series 24 in. ADA Compliant Smart Front Control Dishwasher in Stainless Steel with Stainless Steel Tub, 46dBA",316010945,1,1,1,https://www.homedepot.com/p/Bosch-300-Series-24-in-ADA-Compliant-Smart-Front-Control-Dishwasher-in-Stainless-Steel-with-Stainless-Steel-Tub-46dBA-SGE53B55UC/316010945,https://images.thdstatic.com/productImages/362a4acc-2cc7-4783-994d-f88b5e7af4a9/svn/stainless-steel-bosch-built-in-dishwashers-sge53b55uc-64_1000.jpg,4.6,999,USD
dishwasher,samsung,"Samsung 18 in. Top Control Dishwasher in Fingerprint Resistant Stainless Steel, AutoRelease, 46 dBA",314317891,1,1,1,https://www.homedepot.com/p/Samsung-18-in-Top-Control-Dishwasher-in-Fingerprint-Resistant-Stainless-Steel-AutoRelease-46-dBA-DW50T6060US/314317891,https://images.thdstatic.com/productImages/347b02e5-d078-4638-92d1-a2c8b9314d70/svn/fingerprint-resistant-stainless-steel-samsung-built-in-dishwashers-dw50t6060us-64_1000.jpg,4.5,808,USD
dishwasher,bosch,"Bosch 800 Series 24 in. Top Control ADA Built-In Dishwasher in Stainless Steel with CrystalDry, 3rd Rack, 42dBA, and 6-Cycles",316010950,1,1,1,https://www.homedepot.com/p/Bosch-800-Series-24-in-Top-Control-ADA-Built-In-Dishwasher-in-Stainless-Steel-with-CrystalDry-3rd-Rack-42dBA-and-6-Cycles-SGX78B55UC/316010950,https://images.thdstatic.com/productImages/9cfbb2a5-b23a-4c1d-85de-3ecf27ca5082/svn/stainless-steel-bosch-built-in-dishwashers-sgx78b55uc-64_1000.jpg,4.4,1349,USD
dishwasher,bosch,"Bosch 800 Series 24 in. ADA Compliant Top Control Tall Tub Custom Panel Ready Dishwasher with Crystal Dry and 3rd Rack, 42dBA",316010952,1,1,1,https://www.homedepot.com/p/Bosch-800-Series-24-in-ADA-Compliant-Top-Control-Tall-Tub-Custom-Panel-Ready-Dishwasher-with-Crystal-Dry-and-3rd-Rack-42dBA-SGV78B53UC/316010952,https://images.thdstatic.com/productImages/70e5d423-2415-57df-a794-cc351f3f3f6b/svn/panel-ready-bosch-built-in-dishwashers-sgv78b53uc-64_1000.jpg,4.2,1349,USD
dishwasher,lg,"LG 24 in. Stainless Steel Front Control Built-In Dishwasher with Stainless Steel Tub, Quadwash, Dynamic Dry, ADA, 48 dBA",314963579,1,1,1,https://www.homedepot.com/p/LG-24-in-Stainless-Steel-Front-Control-Built-In-Dishwasher-with-Stainless-Steel-Tub-Quadwash-Dynamic-Dry-ADA-48-dBA-ADFD5448AT/314963579,https://images.thdstatic.com/productImages/a71f05a1-8bdd-4f7a-9bbc-ea1e8a3cbc2e/svn/stainless-steel-lg-built-in-dishwashers-adfd5448at-64_1000.jpg,4,648,USD
dishwasher,bosch,"Bosch 800 Series 18 in. ADA Compact Top Control Dishwasher in Stainless Steel with Stainless Steel Tub and 3rd Rack, 44dBA",316049928,1,1,1,https://www.homedepot.com/p/Bosch-800-Series-18-in-ADA-Compact-Top-Control-Dishwasher-in-Stainless-Steel-with-Stainless-Steel-Tub-and-3rd-Rack-44dBA-SPX68B55UC/316049928,https://images.thdstatic.com/productImages/e621a8e4-8d87-4c22-8974-6b9fdf42ecd8/svn/stainless-steel-bosch-built-in-dishwashers-spx68b55uc-64_1000.jpg,4.7,1199,USD
dishwasher,samsung,"Samsung 24 in. Front Control Tall Tub Dishwasher in Stainless Steel with Stainless Steel Tub, ADA Compliant, 52 dBA",311949998,1,1,1,https://www.homedepot.com/p/Samsung-24-in-Front-Control-Tall-Tub-Dishwasher-in-Stainless-Steel-with-Stainless-Steel-Tub-ADA-Compliant-52-dBA-DW60R2014US/311949998,https://images.thdstatic.com/productImages/691d33c5-70ba-4269-9c25-abd5da16ece0/svn/stainless-steel-samsung-built-in-dishwashers-dw60r2014us-64_1000.jpg,3.4,718,USD
dishwasher,bosch,"Bosch 800 Series 18 in. ADA Compact Front Control Dishwasher in Stainless Steel with Stainless Steel Tub and 3rd Rack, 44dBA",316049930,1,1,1,https://www.homedepot.com/p/Bosch-800-Series-18-in-ADA-Compact-Front-Control-Dishwasher-in-Stainless-Steel-with-Stainless-Steel-Tub-and-3rd-Rack-44dBA-SPE68B55UC/316049930,https://images.thdstatic.com/productImages/49ab1399-71cf-46b0-a7e5-7a2d8be74f17/svn/stainless-steel-bosch-built-in-dishwashers-spe68b55uc-64_1000.jpg,4.8,1099,USD
dishwasher,whirlpool,"Whirlpool 24 in. White Top Control Built-In Tall Tub Dishwasher with Third Level Rack, 47 dBA",313574669,1,1,1,https://www.homedepot.com/p/Whirlpool-24-in-White-Top-Control-Built-In-Tall-Tub-Dishwasher-with-Third-Level-Rack-47-dBA-WDT750SAKW/313574669,https://images.thdstatic.com/productImages/35a59976-65ea-470a-90e2-e686affae073/svn/white-whirlpool-built-in-dishwashers-wdt750sakw-64_1000.jpg,4.4,791,USD
dishwasher,summit appliance,Summit Appliance 24 in. Stainless Steel Front Control Smart Dishwasher 120-volt with Stainless Steel Tub,309833007,1,1,1,https://www.homedepot.com/p/Summit-Appliance-24-in-Stainless-Steel-Front-Control-Smart-Dishwasher-120-volt-with-Stainless-Steel-Tub-DW2435SSADA/309833007,https://images.thdstatic.com/productImages/f61410cc-067f-4dba-89d3-d6b294d68d49/svn/stainless-steel-summit-appliance-built-in-dishwashers-dw2435ssada-64_1000.jpg,4,1030,USD
dishwasher,summit appliance,"Summit Appliance 24 in. Front Control Dishwasher in Stainless Steel, ADA Compliant",316703373,1,1,1,https://www.homedepot.com/p/Summit-Appliance-24-in-Front-Control-Dishwasher-in-Stainless-Steel-ADA-Compliant-DW2435SSADA2/316703373,https://images.thdstatic.com/productImages/f61410cc-067f-4dba-89d3-d6b294d68d49/svn/stainless-steel-summit-appliance-built-in-dishwashers-dw2435ssada2-64_1000.jpg,3.7,962.2,USD
dishwasher,whirlpool,"Whirlpool 18 in. Monochromatic Stainless Steel Front Control Built-In Compact Dishwasher with Stainless Steel Tub, 50 dBA",305342089,1,1,1,https://www.homedepot.com/p/Whirlpool-18-in-Monochromatic-Stainless-Steel-Front-Control-Built-In-Compact-Dishwasher-with-Stainless-Steel-Tub-50-dBA-WDF518SAHM/305342089,https://images.thdstatic.com/productImages/74fd9d3b-7c1e-4a23-b307-bd8b110ffc70/svn/monochromatic-stainless-steel-whirlpool-built-in-dishwashers-wdf518sahm-64_1000.jpg,4.4,944,USD
dishwasher,whirlpool,"Whirlpool 24 in. Stainless Steel Front Control Built-In Tall Tub Dishwasher with Stainless Steel Tub, 51 dBA",305428251,1,1,1,https://www.homedepot.com/p/Whirlpool-24-in-Stainless-Steel-Front-Control-Built-In-Tall-Tub-Dishwasher-with-Stainless-Steel-Tub-51-dBA-WDF550SAHS/305428251,https://images.thdstatic.com/productImages/cc9bedcb-2d34-4ebb-88cf-ee09cf588543/svn/stainless-steel-whirlpool-built-in-dishwashers-wdf550sahs-64_1000.jpg,3.4,926,USD
dishwasher,danby,"Danby 18 in. Front Control Built-in Dishwasher in Black, 51 DB",321179556,1,1,1,https://www.homedepot.com/p/Danby-18-in-Front-Control-Built-in-Dishwasher-in-Black-51-DB-DDW18D1EB/321179556,https://images.thdstatic.com/productImages/1a65d842-a8a4-4d13-be55-811d36b005c3/svn/black-danby-built-in-dishwashers-ddw18d1eb-64_1000.jpg,2.8,509.99,USD
dishwasher,frigidaire,"Frigidaire 24 in. Stainless Steel Front Control Tall Tub Dishwasher with Stainless Steel Tub, 52 dBA",309458229,1,1,1,https://www.homedepot.com/p/Frigidaire-24-in-Stainless-Steel-Front-Control-Tall-Tub-Dishwasher-with-Stainless-Steel-Tub-52-dBA-FFBD2420US/309458229,https://images.thdstatic.com/productImages/d1c45102-1a76-4733-a2c2-168a28b620f9/svn/stainless-steel-frigidaire-built-in-dishwashers-ffbd2420us-64_1000.jpg,3.6,809,USD
dishwasher,classic,Unique Appliances Classic Retro 24 in. Top Control Dishwasher with Stainless Steel Tub and 3rd Rack in Marshmallow White,324720722,1,1,1,https://www.homedepot.com/p/Unique-Appliances-Classic-Retro-24-in-Top-Control-Dishwasher-with-Stainless-Steel-Tub-and-3rd-Rack-in-Marshmallow-White-UGP-24CR-DW-W/324720722,https://images.thdstatic.com/productImages/803c7d3a-21e7-4bcd-8c66-d80294f6e4a4/svn/marshmallow-white-unique-appliances-built-in-dishwashers-ugp-24cr-dw-w-64_1000.jpg,5,1499.99,USD
dishwasher,unique,Unique Appliances Classic Retro 24 in. Top Control Dishwasher with Stainless Steel Tub and 3rd Rack in Marshmallow White,324720722,1,1,1,https://www.homedepot.com/p/Unique-Appliances-Classic-Retro-24-in-Top-Control-Dishwasher-with-Stainless-Steel-Tub-and-3rd-Rack-in-Marshmallow-White-UGP-24CR-DW-W/324720722,https://images.thdstatic.com/productImages/803c7d3a-21e7-4bcd-8c66-d80294f6e4a4/svn/marshmallow-white-unique-appliances-built-in-dishwashers-ugp-24cr-dw-w-64_1000.jpg,5,1499.99,USD
dishwasher,unique appliances,Unique Appliances Classic Retro 24 in. Top Control Dishwasher with Stainless Steel Tub and 3rd Rack in Marshmallow White,324720722,1,1,1,https://www.homedepot.com/p/Unique-Appliances-Classic-Retro-24-in-Top-Control-Dishwasher-with-Stainless-Steel-Tub-and-3rd-Rack-in-Marshmallow-White-UGP-24CR-DW-W/324720722,https://images.thdstatic.com/productImages/803c7d3a-21e7-4bcd-8c66-d80294f6e4a4/svn/marshmallow-white-unique-appliances-built-in-dishwashers-ugp-24cr-dw-w-64_1000.jpg,5,1499.99,USD
dishwasher,summit appliance,"Summit Appliance 24 in. White Top Control 47 dBA Built-In Dishwasher, ENERGY STAR",319631820,1,1,1,https://www.homedepot.com/p/Summit-Appliance-24-in-White-Top-Control-47-dBA-Built-In-Dishwasher-ENERGY-STAR-DW242WADA/319631820,https://images.thdstatic.com/productImages/10abc03b-dab0-479d-82f6-bd82fdd502e2/svn/white-summit-appliance-built-in-dishwashers-dw242wada-64_1000.jpg,0,995,USD
dishwasher,samsung,Samsung Smart 46 dBA Dishwasher with StormWash in Stainless Steel,325532174,1,1,1,https://www.homedepot.com/p/Samsung-Smart-46-dBA-Dishwasher-with-StormWash-in-Stainless-Steel-DW80CG5451SR/325532174,https://images.thdstatic.com/productImages/33024292-eb84-4112-b048-7f88d11ea2cf/svn/stainless-steel-samsung-built-in-dishwashers-dw80cg5451sr-64_1000.jpg,0,628,USD
range,ge,GE 30 in. 5.0 cu. ft. Freestanding Electric Range in Black,306258260,0,1,0,https://www.homedepot.com/p/GE-30-in-5-0-cu-ft-Freestanding-Electric-Range-in-Black-JBS160DMBB/306258260,https://images.thdstatic.com/productImages/e30a9dde-759b-42da-ab75-52aae036e727/svn/black-ge-single-oven-electric-ranges-jbs160dmbb-64_1000.jpg,4.2,498,USD
range,hotpoint,Hotpoint 30 in. 5.0 cu. ft. Electric Range in White,306307262,0,1,0,https://www.homedepot.com/p/Hotpoint-30-in-5-0-cu-ft-Electric-Range-in-White-RBS160DMWW/306307262,https://images.thdstatic.com/productImages/eb338d2d-6a94-4ab8-a90a-917adf466514/svn/white-hotpoint-single-oven-electric-ranges-rbs160dmww-64_1000.jpg,4.2,498,USD
range,amana,Amana 4.8 cu. ft. Electric Range in Black,300123845,0,1,0,https://www.homedepot.com/p/Amana-4-8-cu-ft-Electric-Range-in-Black-ACR4303MFB/300123845,https://images.thdstatic.com/productImages/aed425b9-f5ad-4055-b585-6d8f52513bc4/svn/black-amana-single-oven-electric-ranges-acr4303mfb-64_1000.jpg,4.3,528,USD
range,ge,GE 30 in. 5.0 cu. ft. Freestanding Electric Range in White,306260284,0,1,0,https://www.homedepot.com/p/GE-30-in-5-0-cu-ft-Freestanding-Electric-Range-in-White-JBS360DMWW/306260284,https://images.thdstatic.com/productImages/e915506f-b690-4ba7-b948-561ccb6cfc73/svn/white-ge-single-oven-electric-ranges-jbs360dmww-64_1000.jpg,4.3,528,USD
range,amana,Amana 30 in. 4-Element Freestanding Electric Range in. Stainless Steel,321998664,0,1,0,https://www.homedepot.com/p/Amana-30-in-4-Element-Freestanding-Electric-Range-in-Stainless-Steel-AER6303MMS/321998664,https://images.thdstatic.com/productImages/f5f56005-f15a-4c2b-bc65-017f85b696e5/svn/stainless-steel-amana-single-oven-electric-ranges-aer6303mms-64_1000.jpg,4.3,548,USD
range,ge,GE 30 in. 5.3 cu. ft. Free-Standing Electric Range in Black with Self Clean,306260045,0,1,0,https://www.homedepot.com/p/GE-30-in-5-3-cu-ft-Free-Standing-Electric-Range-in-Black-with-Self-Clean-JB258DMBB/306260045,https://images.thdstatic.com/productImages/cb42bfb0-7dce-4ba4-a635-9d30bbe0f8c6/svn/black-ge-single-oven-electric-ranges-jb258dmbb-64_1000.jpg,4.5,548,USD
range,whirlpool,Whirlpool 30 in. 4.8 cu. ft. 4-Burner Electric Range with Keep Warm Setting in White with Storage Drawer,312759433,0,1,0,https://www.homedepot.com/p/Whirlpool-30-in-4-8-cu-ft-4-Burner-Electric-Range-with-Keep-Warm-Setting-in-White-with-Storage-Drawer-WFC150M0JW/312759433,https://images.thdstatic.com/productImages/db761a21-c193-4122-a656-0506a6c0cbd4/svn/white-whirlpool-single-oven-electric-ranges-wfc150m0jw-64_1000.jpg,4.2,548,USD
range,amana,Amana 4.8 cu. ft. Electric Range in Black,300128129,0,1,0,https://www.homedepot.com/p/Amana-4-8-cu-ft-Electric-Range-in-Black-AER6303MFB/300128129,https://images.thdstatic.com/productImages/87e6f4d3-8dd8-4aff-9971-e582517ab9b6/svn/black-amana-single-oven-electric-ranges-aer6303mfb-64_1000.jpg,4.3,548,USD
range,ge,GE 30 in. 5.0 cu. ft. Freestanding Electric Range in White,306258612,0,1,0,https://www.homedepot.com/p/GE-30-in-5-0-cu-ft-Freestanding-Electric-Range-in-White-JB256DMWW/306258612,https://images.thdstatic.com/productImages/701cb887-fe44-4cf4-99d3-9fa3348d194a/svn/white-ge-single-oven-electric-ranges-jb256dmww-64_1000.jpg,4.4,548,USD
range,amana,Amana 4.8 cu. ft. Electric Range in White,300182487,0,1,0,https://www.homedepot.com/p/Amana-4-8-cu-ft-Electric-Range-in-White-ACR2303MFW/300182487,https://images.thdstatic.com/productImages/1e584719-d670-42f7-8eb5-b70f928cbb26/svn/white-amana-single-oven-electric-ranges-acr2303mfw-64_1000.jpg,4.1,569,USD
range,frigidaire,Frigidaire 30 in. 5.3 cu. ft. Electric Range with Manual Clean in Black,311223410,0,1,0,https://www.homedepot.com/p/Frigidaire-30-in-5-3-cu-ft-Electric-Range-with-Manual-Clean-in-Black-FCRE3052AB/311223410,https://images.thdstatic.com/productImages/af9b7065-b1bb-4c97-b85a-7f6ffb072805/svn/black-frigidaire-single-oven-electric-ranges-fcre3052ab-64_1000.jpg,4.4,578,USD
range,whirlpool,Whirlpool 30 in. 4.8 cu. ft. 4-Burner Electric Range with Self-Cleaning in Black with Storage Drawer,312760649,0,1,0,https://www.homedepot.com/p/Whirlpool-30-in-4-8-cu-ft-4-Burner-Electric-Range-with-Self-Cleaning-in-Black-with-Storage-Drawer-WFC315S0JB/312760649,https://images.thdstatic.com/productImages/017c606b-d73c-4f55-a099-51e541e4d73f/svn/black-whirlpool-single-oven-electric-ranges-wfc315s0jb-64_1000.jpg,4.2,578,USD
range,ge,GE 30 in. 5.3 cu. ft. Freestanding Electric Range in White,206942890,0,1,0,https://www.homedepot.com/p/GE-30-in-5-3-cu-ft-Freestanding-Electric-Range-in-White-JBS60DKWW/206942890,https://images.thdstatic.com/productImages/0245de99-d1c3-4e37-9391-557667a4ec37/svn/white-ge-single-oven-electric-ranges-jbs60dkww-64_1000.jpg,4.5,578,USD
range,amana,Amana 30 in. 4-Element Freestanding Electric Range in Stainless Steel,322003823,0,1,0,https://www.homedepot.com/p/Amana-30-in-4-Element-Freestanding-Electric-Range-in-Stainless-Steel-ACR4303MMS/322003823,https://images.thdstatic.com/productImages/4ca33fc5-7aa6-4285-a5f1-618ecd092b8d/svn/stainless-steel-amana-single-oven-electric-ranges-acr4303mms-64_1000.jpg,4.2,578,USD
range,whirlpool,Whirlpool 5.3 cu. ft. Electric Range with Steam Clean and 5 Elements in White,302943483,0,1,0,https://www.homedepot.com/p/Whirlpool-5-3-cu-ft-Electric-Range-with-Steam-Clean-and-5-Elements-in-White-WFE505W0HW/302943483,https://images.thdstatic.com/productImages/cf44794d-f537-4065-8be8-9cedb9ac898f/svn/white-whirlpool-single-oven-electric-ranges-wfe505w0hw-64_1000.jpg,4.4,598,USD
range,whirlpool,Whirlpool 30 in. 5.3 cu. ft. 4-Burner Electric Range in Stainless Steel with Storage Drawer,312761109,0,1,0,https://www.homedepot.com/p/Whirlpool-30-in-5-3-cu-ft-4-Burner-Electric-Range-in-Stainless-Steel-with-Storage-Drawer-WFE320M0JS/312761109,https://images.thdstatic.com/productImages/5a1ce937-6343-4c7d-b623-66a2ce234e59/svn/stainless-steel-whirlpool-single-oven-electric-ranges-wfe320m0js-64_1000.jpg,4.4,598,USD
range,ge,GE 30 in. 5.3 cu. ft. Freestanding Electric Range in White,206942913,0,1,0,https://www.homedepot.com/p/GE-30-in-5-3-cu-ft-Freestanding-Electric-Range-in-White-JB645DKWW/206942913,https://images.thdstatic.com/productImages/e59262d2-62c8-4128-9efc-bba8af1f89f4/svn/white-ge-single-oven-electric-ranges-jb645dkww-64_1000.jpg,4.5,628,USD
range,amana,Amana 30 in. 4-Element Freestanding Electric Range in Stainless Steel,322000056,0,1,0,https://www.homedepot.com/p/Amana-30-in-4-Element-Freestanding-Electric-Range-in-Stainless-Steel-AER6603SMS/322000056,https://images.thdstatic.com/productImages/cce82fdb-8f0e-4e31-85d5-a9a067330ded/svn/stainless-steel-amana-single-oven-electric-ranges-aer6603sms-64_1000.jpg,4.1,648,USD
range,whirlpool,Whirlpool 30 in. 5.3 cu. ft. Electric Range with 5-Elements and Frozen Bake Technology in Stainless Steel,311174453,0,1,0,https://www.homedepot.com/p/Whirlpool-30-in-5-3-cu-ft-Electric-Range-with-5-Elements-and-Frozen-Bake-Technology-in-Stainless-Steel-WFE505W0JS/311174453,https://images.thdstatic.com/productImages/12bf94d6-5a9a-4777-add0-9cc8c32c2a1f/svn/stainless-steel-whirlpool-single-oven-electric-ranges-wfe505w0js-64_1000.jpg,4.4,648,USD
range,hotpoint,Hotpoint 30 in. 5.0 cu. ft. Electric Range in Black,306308687,0,1,0,https://www.homedepot.com/p/Hotpoint-30-in-5-0-cu-ft-Electric-Range-in-Black-RBS360DMBB/306308687,https://images.thdstatic.com/productImages/3c4c97ba-64da-48a7-a030-9a3c6b3a8736/svn/black-hotpoint-single-oven-electric-ranges-rbs360dmbb-64_1000.jpg,4.4,656,USD
range,maytag,Maytag 30 in. 5.3 cu.ft. Single Oven Electric Range in Stainless Steel,317981053,0,1,0,https://www.homedepot.com/p/Maytag-30-in-5-3-cu-ft-Single-Oven-Electric-Range-in-Stainless-Steel-MER4600LS/317981053,https://images.thdstatic.com/productImages/80961c06-dc11-43ec-b831-3a8067771397/svn/stainless-steel-maytag-single-oven-electric-ranges-mer4600ls-64_1000.jpg,4.2,698,USD
range,maytag,Maytag 30 in. 5 Element Freestanding Electric Range in Fingerprint Resistant Stainless Steel with Steam Clean,326973523,0,1,0,https://www.homedepot.com/p/Maytag-30-in-5-Element-Freestanding-Electric-Range-in-Fingerprint-Resistant-Stainless-Steel-with-Steam-Clean-MER4800PZ/326973523,https://images.thdstatic.com/productImages/14af10e5-6b9a-4196-9387-46641871d3f9/svn/fingerprint-resistant-stainless-steel-maytag-single-oven-electric-ranges-mer4800pz-64_1000.jpg,0,698,USD
